SERVICEREQUESTID,SERVICEPRIORITY,SERVICECODE,SERVICECODEDESCRIPTION,SERVICETYPECODE,SERVICETYPECODEDESCRIPTION,SERVICEORDERDATE,SERVICEORDERSTATUS,SERVICECALLCOUNT,AGENCYABBREVIATION,INSPECTIONFLAG,INSPECTIONDATE,RESOLUTION,RESOLUTIONDATE,SERVICEDUEDATE,SERVICENOTES,PARENTSERVICEREQUESTID,ADDDATE,LASTMODIFIEDDATE,SITEADDRESS,LATITUDE,LONGITUDE,ZIPCODE,MARADDRESSREPOSITORYID,DCSTATADDRESSKEY,DCSTATLOCATIONKEY,WARD,ANC,SMD,DISTRICT,PSA,NEIGHBORHOODCLUSTER,HOTSPOT2006NAME,HOTSPOT2005NAME,HOTSPOT2004NAME,SERVICESOURCECODE
14-00028222,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 10:35:00 AM,CLOSED,1,DDOT,N,2/10/2014 11:23:33 PM,UNKNOWN,2/10/2014 11:18:36 PM,2/13/2014 10:35:00 AM,Comments update:  14-00028222-Broken Parking Meter  Meter Found Working,,2/6/2014 10:35:00 AM,2/11/2014 5:35:45 AM,800 - 819 BLOCK 19TH STREET NW,38.89988882216770,-77.04346314437990,,0,455860,391888,2,2A,2A01,SECOND,207,5,NONE,NONE,NONE,OPEN311
14-00028223,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 10:36:07 AM,CLOSED,1,DDOT,N,2/11/2014 12:52:03 PM,UNKNOWN,2/11/2014 12:48:09 PM,2/13/2014 10:36:07 AM,Comments update:  14-00028223-  Meter Found Working,,2/6/2014 10:36:07 AM,2/12/2014 12:06:19 AM,12TH STREET SW & INDEPENDENCE AVENUE SW,38.88756579575610,-77.02807314668660,,0,208238,208238,6,2F,2F03,FIRST,105,9,NONE,NONE,NONE,PHONE
14-00028224,UNKNOWN,S0423,Supercan - Repair,SWMCOLSU,Supercans,2/6/2014 10:36:38 AM,CLOSED,1,DPW,N,2/12/2014 5:50:00 AM,Complete,2/12/2014 5:52:13 AM,3/7/2014 10:36:38 AM,out of date cart dc536511,,2/6/2014 10:36:38 AM,2/12/2014 6:13:16 AM,4639 DAVENPORT STREET NW,38.95225559022330,-77.09234173661190,20016,267109,109642,109642,3,3E,3E02,SECOND,202,11,NONE,NONE,NONE,WEB
14-00028225,UNKNOWN,DMV31,DMV - Vehicle Title Issues,DRIVEHSE,Driver Vehicle Services,2/6/2014 10:36:42 AM,CLOSED,1,DMV,N,2/8/2014 4:00:00 PM,Mailed - Close SR,2/8/2014 4:01:21 PM,2/18/2014 8:36:42 PM,replaced and mailed out a new title.,,2/6/2014 10:36:42 AM,2/8/2014 4:35:19 PM,1223 PENNSYLVANIA AVENUE SE,38.88166493104930,-76.98954546336830,20003,70835,44444,44444,6,6B,6B04,FIRST,107,26,NONE,NONE,NONE,PHONE
14-00028226,UNKNOWN,S0301,Pothole,STRBRIMA,Street & Bridge Maintenance,2/6/2014 10:36:44 AM,CLOSED,1,DDOT,N,2/6/2014 10:52:23 AM,UNKNOWN,2/6/2014 2:00:55 PM,2/11/2014 10:36:44 AM,"Comments update:  14-00028226-MARSHALL, CELICIA: Combined with requests 1300534",,2/6/2014 10:36:44 AM,2/7/2014 7:34:52 AM,4002 16TH STREET NW,38.94006489535960,-77.036848892552,20011,258331,101197,101197,4,4A,4A08,FOURTH,404,18,NONE,NONE,NONE,WEB
14-00028227,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 10:37:12 AM,CLOSED,1,DDOT,N,2/10/2014 12:52:23 PM,UNKNOWN,2/10/2014 12:48:06 PM,2/13/2014 10:37:12 AM,Comments update:  14-00028227-Broken Parking Meter  Meter Found Working,,2/6/2014 10:37:12 AM,2/10/2014 3:36:01 PM,900 - 999 BLOCK H STREET NW,38.89981352464110,-77.02497927017390,,0,455083,391111,2,2C,2C03,FIRST,101,8,NONE,NONE,NONE,OPEN311
14-00028228,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 10:37:24 AM,CLOSED,1,DDOT,N,2/11/2014 2:22:13 PM,UNKNOWN,2/11/2014 2:18:07 PM,2/13/2014 10:37:24 AM,Comments update:  14-00028228-Broken Parking Meter  Meter Found Working,,2/6/2014 10:37:24 AM,2/12/2014 7:07:08 AM,2100 - 2103 BLOCK VIRGINIA AVENUE NW,38.89550071828440,-77.04703440375560,,0,455059,391087,2,2A,2A05,SECOND,207,NONE,NONE,NONE,NONE,OPEN311
14-00028229,UNKNOWN,S0301,Pothole,STRBRIMA,Street & Bridge Maintenance,2/6/2014 10:37:54 AM,CLOSED,1,DDOT,N,2/6/2014 10:52:23 AM,UNKNOWN,2/6/2014 2:00:56 PM,2/11/2014 10:37:54 AM,Comments update:  14-00028229-Combined to request - 1300531,,2/6/2014 10:37:54 AM,2/7/2014 7:34:52 AM,4004 16TH STREET NW,38.94019976095720,-77.03681251262530,20011,258330,101196,101196,4,4A,4A08,FOURTH,404,18,NONE,NONE,NONE,WEB
14-00028230,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 10:38:16 AM,CLOSED,1,DDOT,N,2/11/2014 3:52:23 PM,UNKNOWN,2/11/2014 3:48:08 PM,2/13/2014 10:38:16 AM,Comments update:  14-00028230-Broken Parking Meter  Meter Found Working,,2/6/2014 10:38:16 AM,2/12/2014 10:07:20 AM,600 - 699 BLOCK HOWARD PLACE NW,38.92239248648350,-77.02167446079160,,0,454880,390908,1,1B,1B11,THIRD,306,3,NONE,NONE,NONE,OPEN311
14-00028231,UNKNOWN,S0301,Pothole,STRBRIMA,Street & Bridge Maintenance,2/6/2014 10:38:59 AM,CLOSED,1,DDOT,N,2/6/2014 10:52:23 AM,UNKNOWN,2/6/2014 2:02:49 PM,2/11/2014 10:38:59 AM,"Comments update:  14-00028231-MARSHALL, CELICIA: Combined with requests 1300538",,2/6/2014 10:38:59 AM,2/7/2014 7:34:52 AM,4122 16TH STREET NW,38.94140695872370,-77.03682305597570,20011,258345,101211,101211,4,4A,4A08,FOURTH,404,18,NONE,NONE,NONE,WEB
14-00028232,UNKNOWN,S0391,Street Cleaning,STRALLCL,Street Cleaning,2/6/2014 10:39:28 AM,CLOSED,1,DPW,N,,UNKNOWN,2/20/2014 1:38:53 PM,3/19/2014 10:39:28 AM,,,2/6/2014 10:39:28 AM,12/4/2014 9:20:16 AM,225 FLORIDA AVENUE NW,38.91355747079730,-77.01492735080980,20001,230017,73054,73054,5,5C,5C03,FIFTH,501,21,NONE,NONE,NONE,PHONE
14-00028233,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 10:39:34 AM,CLOSED,1,DDOT,N,2/10/2014 11:23:33 PM,UNKNOWN,2/10/2014 11:18:36 PM,2/13/2014 10:39:34 AM,Comments update:  14-00028233-Broken Parking Meter  Meter Found Working,,2/6/2014 10:39:34 AM,2/11/2014 5:35:45 AM,800 - 899 BLOCK 18TH STREET NW,38.90077425685020,-77.04170017750960,,0,456234,392262,2,2B,2B06,SECOND,207,6,NONE,NONE,NONE,OPEN311
14-00028234,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 10:39:35 AM,CLOSED,1,DDOT,N,2/11/2014 4:37:28 PM,UNKNOWN,2/11/2014 4:33:09 PM,2/13/2014 10:39:35 AM,Comments update:  14-00028234-Broken Parking Meter  Meter Found Working,,2/6/2014 10:39:35 AM,2/12/2014 10:07:20 AM,1000 - 1099 BLOCK 20TH STREET NW,38.90313396843750,-77.04489565751370,,0,455550,391578,2,2B,2B06,SECOND,207,6,NONE,NONE,NONE,OPEN311
14-00028235,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/6/2014 10:39:45 AM,CLOSED,1,DPW,N,,UNKNOWN,2/14/2014 12:14:57 PM,3/3/2014 10:39:45 AM,,,2/6/2014 10:39:45 AM,9/9/2014 2:45:51 PM,445 RIDGE STREET NW,38.906566530485,-77.01763076611730,20001,218233,61336,61336,6,2C,2C04,THIRD,308,7,NONE,NONE,NONE,PHONE
14-00028236,UNKNOWN,S0301,Pothole,STRBRIMA,Street & Bridge Maintenance,2/6/2014 10:39:56 AM,CLOSED,1,DDOT,N,2/6/2014 10:52:23 AM,UNKNOWN,2/6/2014 10:48:09 AM,2/11/2014 10:39:56 AM,Comments update:  14-00028236-Combined to request - 1300536,,2/6/2014 10:39:56 AM,2/7/2014 2:07:36 AM,4200 16TH STREET NW,38.94207214864590,-77.036766416668,20011,258513,101372,101372,4,4A,4A08,FOURTH,404,18,NONE,NONE,NONE,WEB
14-00028237,UNKNOWN,CHSASEPR,Child Safety Seat Program,DEPATRAN,DDOT,2/6/2014 10:40:03 AM,CLOSED,1,DDOT,N,2/11/2014 2:55:16 PM,UNKNOWN,2/11/2014 2:50:48 PM,,"Comments update:  14-00028237-Newborn Needs a car seat installed By GAY, KAREN: 2/11/2014 2:50:46 PM Car Seat Properly Installed  ",,2/6/2014 10:40:03 AM,2/12/2014 9:36:03 AM,4411 39TH STREET NW,38.94663360186180,-77.07679096862960,20016,222380,65392,65392,3,3F,3F06,SECOND,202,11,NONE,NONE,NONE,WEB
14-00028238,UNKNOWN,RPP,Residential Parking Permit Violation,PARKENFO,Parking Enforcement,2/6/2014 10:40:27 AM,CLOSED,1,DPW,N,,UNKNOWN,2/8/2014 6:33:33 PM,2/10/2014 10:40:27 AM,,14-00027586,2/6/2014 10:40:27 AM,2/8/2014 7:06:57 PM,1519 WEBSTER STREET NW,38.94423228257530,-77.03548133958680,20011,255427,97963,97963,4,4C,4C03,FOURTH,404,18,NONE,NONE,NONE,OPEN311
14-00028239,UNKNOWN,RPP,Residential Parking Permit Violation,PARKENFO,Parking Enforcement,2/6/2014 10:40:38 AM,CLOSED,1,DPW,Y,2/6/2014 1:22:00 PM,Observed Vehicle - Close SR,2/6/2014 1:22:45 PM,2/10/2014 10:40:38 AM,waiting for results   122pm,,2/6/2014 10:40:38 AM,7/17/2014 7:59:59 AM,1512 WEBSTER STREET NW,38.94376626959370,-77.03523102297540,20011,259268,102152,102152,4,4C,4C03,FOURTH,404,18,NONE,NONE,NONE,OPEN311
14-00028240,UNKNOWN,S0301,Pothole,STRBRIMA,Street & Bridge Maintenance,2/6/2014 10:41:17 AM,CLOSED,1,DDOT,N,2/7/2014 10:35:37 AM,UNKNOWN,2/7/2014 10:35:38 AM,2/11/2014 10:41:17 AM,"POTHOLE STREET REPAIR ( WO # 405503 )Projected Start:  FEB 07, 2014    Finish: FEB 09, 2014   Actual Start:  N/A    Finish: FEB 07, 2014",,2/6/2014 10:41:17 AM,2/8/2014 9:35:01 AM,4224 16TH STREET NW,38.94276541224160,-77.03681176112420,20011,258530,101389,101389,4,4A,4A08,FOURTH,404,18,NONE,NONE,NONE,WEB
14-00028241,UNKNOWN,ITISSUES,DMV - Online Processing Problems,DRIVEHSE,Driver Vehicle Services,2/6/2014 10:42:07 AM,CLOSED,1,DMV,N,2/8/2014 3:48:00 PM,Complete - Close SR,2/8/2014 3:49:26 PM,2/18/2014 10:42:07 PM,replaced and mailed out a new registration card.,,2/6/2014 10:42:07 AM,2/8/2014 4:05:20 PM,4524 CATHEDRAL AVENUE NW,38.92997544251640,-77.08971148930640,20016,265369,108227,108227,3,3D,3D01,SECOND,205,13,NONE,NONE,NONE,PHONE
14-00028242,UNKNOWN,S0301,Pothole,STRBRIMA,Street & Bridge Maintenance,2/6/2014 10:42:14 AM,CLOSED,1,DDOT,N,2/7/2014 10:39:20 AM,UNKNOWN,2/7/2014 10:39:23 AM,2/11/2014 10:42:14 AM,"POTHOLE STREET REPAIR ( WO # 405501 )Projected Start:  FEB 07, 2014    Finish: FEB 09, 2014   Actual Start:  N/A    Finish: FEB 07, 2014",,2/6/2014 10:42:14 AM,2/8/2014 10:06:49 AM,4530 16TH STREET NW,38.94588372453140,-77.03679791363490,20011,258700,101561,101561,4,4C,4C03,FOURTH,404,18,NONE,NONE,NONE,WEB
14-00028243,UNKNOWN,S0301,Pothole,STRBRIMA,Street & Bridge Maintenance,2/6/2014 10:43:09 AM,CLOSED,1,DDOT,N,2/6/2014 2:04:35 PM,UNKNOWN,2/6/2014 2:04:38 PM,2/11/2014 10:43:09 AM,"POTHOLE STREET REPAIR ( WO # 405356 )Projected Start:  FEB 06, 2014    Finish: FEB 08, 2014   Actual Start:  N/A    Finish: FEB 06, 2014",,2/6/2014 10:43:09 AM,2/7/2014 7:34:52 AM,4720 16TH STREET NW,38.94800828638280,-77.03692821306020,20011,258719,101620,101620,4,4C,4C03,FOURTH,404,18,NONE,NONE,NONE,WEB
14-00028244,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 10:43:53 AM,CLOSED,1,DDOT,N,2/11/2014 1:37:08 PM,UNKNOWN,2/11/2014 1:33:15 PM,2/13/2014 10:43:53 AM,Comments update:  14-00028244-Broken Parking Meter  Meter Found Working,,2/6/2014 10:43:53 AM,2/12/2014 4:06:36 AM,300 - 399 BLOCK INDEPENDENCE AVENUE SE,38.88759869359190,-77.00130839477350,,0,455688,391716,6,6B,6B01,FIRST,107,26,NONE,NONE,NONE,OPEN311
14-00028245,UNKNOWN,S0301,Pothole,STRBRIMA,Street & Bridge Maintenance,2/6/2014 10:43:57 AM,CLOSED,1,DDOT,N,2/6/2014 2:20:36 PM,UNKNOWN,2/6/2014 2:20:39 PM,2/11/2014 10:43:57 AM,"POTHOLE STREET REPAIR ( WO # 405360 )Projected Start:  FEB 06, 2014    Finish: FEB 08, 2014   Actual Start:  N/A    Finish: FEB 06, 2014",,2/6/2014 10:43:57 AM,2/7/2014 8:06:14 AM,5201 16TH STREET NW,38.95343281252480,-77.03601742134190,20011,255869,99039,99039,4,4A,4A08,FOURTH,403,18,NONE,NONE,NONE,WEB
14-00028246,UNKNOWN,CHSASEPR,Child Safety Seat Program,DEPATRAN,DDOT,2/6/2014 10:44:32 AM,CLOSED,1,DDOT,N,2/11/2014 2:55:16 PM,UNKNOWN,2/11/2014 2:51:48 PM,,"Comments update:  14-00028246-Needs car seat for unborn child By GAY, KAREN: 2/11/2014 2:51:45 PM Car Seat Properly Installed ",,2/6/2014 10:44:32 AM,2/12/2014 9:36:03 AM,2126 WYOMING AVENUE NW,38.91727635862520,-77.04786708328150,20008,304813,184097,184097,2,2D,2D01,SECOND,208,1,NONE,NONE,NONE,WEB
14-00028247,UNKNOWN,SIGTRAMA,Traffic Signal Maintenance,TRAFSIGN,Traffic Signals,2/6/2014 10:44:52 AM,OVERDUE OPEN,1,DDOT,N,2/6/2014 10:52:23 AM,UNKNOWN,,2/6/2014 4:44:52 PM,"Comments update:  14-00028247-Please inspect traffic signal at mass and nebraska ave nw bouth bound on the right hand side, the traffic signal is always green.",,2/6/2014 10:44:52 AM,2/7/2014 2:07:36 AM,NEBRASKA AVENUE NW & WARD CIRCLE NW,38.93759894034730,-77.08617234043870,,0,277901,278088,3,3D,3D02,SECOND,205,14,NONE,NONE,NONE,PHONE
14-00028248,UNKNOWN,S0301,Pothole,STRBRIMA,Street & Bridge Maintenance,2/6/2014 10:44:55 AM,CLOSED,1,DDOT,N,2/6/2014 2:25:33 PM,UNKNOWN,2/6/2014 2:25:36 PM,2/11/2014 10:44:55 AM,"POTHOLE STREET REPAIR ( WO # 405363 )Projected Start:  FEB 06, 2014    Finish: FEB 08, 2014   Actual Start:  N/A    Finish: FEB 06, 2014",,2/6/2014 10:44:55 AM,2/7/2014 8:35:38 AM,5604 16TH STREET NW,38.95818435525720,-77.03674657612370,20011,255936,98799,98799,4,4A,4A07,FOURTH,403,18,NONE,NONE,NONE,WEB
14-00028249,UNKNOWN,S0261,Parking Enforcement,PARKENFO,Parking Enforcement,2/6/2014 10:45:48 AM,CLOSED,1,DPW,Y,2/6/2014 11:24:00 AM,Not Enforceable - Close SR,2/6/2014 11:27:25 AM,2/10/2014 10:45:48 AM,fail ti follow direction when posting the signs   not in book,,2/6/2014 10:45:48 AM,7/17/2014 7:59:59 AM,1300 - 1399 BLOCK 11TH STREET NW,38.90790831438710,-77.02703592820150,,0,455782,391810,2,2F,2F06,THIRD,307,7,NONE,NONE,NONE,PHONE
14-00028250,UNKNOWN,S0301,Pothole,STRBRIMA,Street & Bridge Maintenance,2/6/2014 10:45:51 AM,CLOSED,1,DDOT,N,2/6/2014 2:26:38 PM,UNKNOWN,2/6/2014 2:26:41 PM,2/11/2014 10:45:51 AM,"POTHOLE STREET REPAIR ( WO # 405364 )Projected Start:  FEB 06, 2014    Finish: FEB 08, 2014   Actual Start:  N/A    Finish: FEB 06, 2014",,2/6/2014 10:45:51 AM,2/7/2014 8:35:38 AM,5510 16TH STREET NW,38.95708187936120,-77.03688895645380,20011,255924,98787,98787,4,4A,4A07,FOURTH,403,18,NONE,NONE,NONE,WEB
14-00028251,UNKNOWN,S0301,Pothole,STRBRIMA,Street & Bridge Maintenance,2/6/2014 10:46:52 AM,CLOSED,1,DDOT,N,2/6/2014 10:58:24 AM,UNKNOWN,2/6/2014 10:52:29 AM,2/11/2014 10:46:52 AM,Comments update:  14-00028251-Combined to request - 1300549,,2/6/2014 10:46:52 AM,2/7/2014 2:07:36 AM,5604 16TH STREET NW,38.95818435525720,-77.03674657612370,20011,255936,98799,98799,4,4A,4A07,FOURTH,403,18,NONE,NONE,NONE,WEB
14-00028252,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/6/2014 10:47:10 AM,CLOSED,1,DPW,N,,UNKNOWN,2/21/2014 12:22:53 PM,3/3/2014 10:47:10 AM,,,2/6/2014 10:47:10 AM,12/4/2014 9:20:16 AM,2934 MACOMB STREET NW,38.93329867494420,-77.05866842518010,20008,221191,64542,64542,3,3C,3C09,SECOND,204,15,NONE,NONE,NONE,PHONE
14-00028253,UNKNOWN,S0301,Pothole,STRBRIMA,Street & Bridge Maintenance,2/6/2014 10:47:32 AM,CLOSED,1,DDOT,N,2/8/2014 11:11:36 AM,UNKNOWN,2/8/2014 11:11:38 AM,2/11/2014 10:47:32 AM,"POTHOLE STREET REPAIR ( WO # 405505 )Projected Start:  FEB 07, 2014    Finish: FEB 09, 2014   Actual Start:  N/A    Finish: FEB 08, 2014",,2/6/2014 10:47:32 AM,2/9/2014 3:07:34 AM,6304 16TH STREET NW,38.96639205700630,-77.03670880642420,20011,256343,98879,98879,4,4A,4A07,FOURTH,402,17,NONE,NONE,NONE,WEB
14-00028254,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/6/2014 10:48:31 AM,CLOSED,1,DPW,N,,UNKNOWN,2/12/2014 2:29:19 PM,3/3/2014 10:48:31 AM,,,2/6/2014 10:48:31 AM,9/9/2014 2:45:51 PM,4545 DIX STREET NE,38.89421535380210,-76.93581633703190,20019,19793,11432,11432,7,7D,7D05,SIXTH,602,30,NONE,NONE,NONE,PHONE
14-00028255,UNKNOWN,S0301,Pothole,STRBRIMA,Street & Bridge Maintenance,2/6/2014 10:48:35 AM,CLOSED,1,DDOT,N,2/6/2014 10:55:23 AM,UNKNOWN,2/6/2014 10:54:18 AM,2/11/2014 10:48:35 AM,Comments update:  14-00028255-It's at the intersection right when you're turning from Canal road nw onto Arizona ave nw. There are 3 big potholes that are really hard to avoid.Combined to request - 1300503,,2/6/2014 10:48:35 AM,2/7/2014 2:07:36 AM,ARIZONA AVENUE NW & CANAL ROAD NW,38.924798201685,-77.107124491760,,0,275873,276060,3,3D,3D05,SECOND,205,13,NONE,NONE,NONE,WEB
14-00028256,UNKNOWN,S0301,Pothole,STRBRIMA,Street & Bridge Maintenance,2/6/2014 10:49:07 AM,CLOSED,1,DDOT,N,2/8/2014 11:13:28 AM,UNKNOWN,2/8/2014 11:13:31 AM,2/11/2014 10:49:07 AM,"POTHOLE STREET REPAIR ( WO # 405506 )Projected Start:  FEB 07, 2014    Finish: FEB 09, 2014   Actual Start:  N/A    Finish: FEB 08, 2014",,2/6/2014 10:49:07 AM,2/9/2014 3:07:34 AM,6510 16TH STREET NW,38.96919302128180,-77.03689614873970,20012,256361,99572,99572,4,4A,4A07,FOURTH,402,17,NONE,NONE,NONE,WEB
14-00028257,UNKNOWN,CHSASEPR,Child Safety Seat Program,DEPATRAN,DDOT,2/6/2014 10:49:12 AM,CLOSED,1,DDOT,N,2/11/2014 2:52:16 PM,UNKNOWN,2/11/2014 2:50:07 PM,,"Comments update:  14-00028257-Needs a car seat installed for a newborn child By GAY, KAREN: 2/11/2014 2:47:55 PM Car Seat Properly inspected and installed ",,2/6/2014 10:49:12 AM,2/12/2014 9:06:36 AM,316 50TH STREET NE,38.89461710693510,-76.92952943300380,20019,290716,129200,129200,7,7C,7C03,SIXTH,602,31,NONE,NONE,50TH ST NE,WEB
14-00028258,UNKNOWN,S0261,Parking Enforcement,PARKENFO,Parking Enforcement,2/6/2014 10:50:43 AM,CLOSED,1,DPW,Y,2/6/2014 12:19:00 PM,Ticket Issued - Close SR,2/6/2014 12:20:03 PM,2/10/2014 10:50:43 AM,1 ticket was issued @ 12pm  by 309  8123667182,,2/6/2014 10:50:43 AM,7/17/2014 7:59:59 AM,1309 P STREET NW,38.90986604159350,-77.03128492596880,20005,226654,69317,69317,2,2F,2F01,THIRD,307,7,NONE,NONE,NONE,PHONE
14-00028259,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 10:51:14 AM,CLOSED,1,DDOT,N,2/11/2014 11:21:50 PM,UNKNOWN,2/11/2014 11:18:07 PM,2/13/2014 10:51:14 AM,Comments update:  14-00028259-  Meter Found Working,,2/6/2014 10:51:14 AM,2/12/2014 10:36:12 AM,200 - 299 BLOCK 22ND STREET NW,38.89280100492760,-77.04885846976750,,0,476368,409792,2,2A,2A05,SECOND,207,NONE,NONE,NONE,NONE,PHONE
14-00028260,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 10:51:59 AM,CLOSED,1,DDOT,N,2/9/2014 7:38:28 PM,UNKNOWN,2/9/2014 7:33:43 PM,2/13/2014 10:51:59 AM,Comments update:  14-00028260-Broken Parking Meter  Meter Found Working,,2/6/2014 10:51:59 AM,2/9/2014 10:08:24 PM,400 - 599 BLOCK SCHOOL STREET SW,38.88392990708790,-77.01873038293140,,0,454920,390948,6,6D,6D01,FIRST,105,9,NONE,NONE,NONE,OPEN311
14-00028261,UNKNOWN,S0346,Sanitation Enforcement,SWMSWEEN,Sanitation Enforcement,2/6/2014 10:52:15 AM,CLOSED,1,DPW,Y,2/7/2014 3:28:00 PM,Street Cleaning Needed - Close SR,2/7/2014 3:29:30 PM,2/13/2014 10:52:15 AM,Bulk items were placed on public space.,,2/6/2014 10:52:15 AM,2/7/2014 4:05:13 PM,538 COLUMBIA ROAD NW,38.92818619088550,-77.020749377531,20001,229439,72147,72147,1,1B,1B10,THIRD,302,2,NONE,NONE,NONE,PHONE
14-00028262,UNKNOWN,CHSASEPR,Child Safety Seat Program,DEPATRAN,DDOT,2/6/2014 10:53:15 AM,CLOSED,1,DDOT,N,2/11/2014 2:58:16 PM,UNKNOWN,2/11/2014 2:53:44 PM,,"Comments update:  14-00028262-Needs a car seat for unborn child By GAY, KAREN: 2/11/2014 2:53:41 PM Car Seat properly installed  ",,2/6/2014 10:53:15 AM,2/12/2014 9:36:03 AM,3254 ROBERT CLIFTON WEAVER WAY NE,38.922982406620,-76.95898607531710,20018,304363,419950,360400,5,5A,5A12,FIFTH,503,24,NONE,NONE,NONE,WEB
14-00028263,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 10:53:45 AM,CLOSED,1,DDOT,N,2/11/2014 11:21:50 PM,UNKNOWN,2/11/2014 11:18:08 PM,2/13/2014 10:53:45 AM,Comments update:  14-00028263-  Meter Found Working,,2/6/2014 10:53:45 AM,10/30/2014 12:31:17 PM,1600 - 1699 BLOCK P STREET NW,38.90964329087920,-77.03750656635060,,0,456021,392049,2,2B,2B05,SECOND,208,6,NONE,NONE,NONE,PHONE
14-00028264,UNKNOWN,S0301,Pothole,STRBRIMA,Street & Bridge Maintenance,2/6/2014 10:54:46 AM,CLOSED,1,DDOT,N,2/8/2014 6:43:01 AM,UNKNOWN,2/8/2014 6:43:02 AM,2/11/2014 10:54:46 AM,"POTHOLE STREET REPAIR ( WO # 405509 )Projected Start:  FEB 07, 2014    Finish: FEB 09, 2014   Actual Start:  N/A    Finish: FEB 07, 2014",,2/6/2014 10:54:46 AM,2/8/2014 11:35:05 PM,5000 - 5099 BLOCK SOUTHERN AVENUE SE,38.87644289025040,-76.93046558611210,,0,460071,395757,7,7E,7E01,SIXTH,604,33,NONE,NONE,NONE,PHONE
14-00028265,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/6/2014 10:54:48 AM,CLOSED,1,DPW,N,,UNKNOWN,2/14/2014 11:30:15 AM,3/3/2014 10:54:48 AM,,,2/6/2014 10:54:48 AM,12/15/2014 10:03:34 AM,300 BURBANK STREET SE,38.886361595764,-76.944647125048,20019,42482,28828,28828,7,7A,7A02,SIXTH,603,33,NONE,NONE,NONE,PHONE
14-00028266,UNKNOWN,S0261,Parking Enforcement,PARKENFO,Parking Enforcement,2/6/2014 10:55:24 AM,CLOSED,1,DPW,Y,2/6/2014 1:19:00 PM,Ticket Issued - Close SR,2/6/2014 1:19:52 PM,2/10/2014 10:55:24 AM,1ticket was issued @ 1243pm  by 301   8121307913,,2/6/2014 10:55:24 AM,7/17/2014 7:59:59 AM,1904 R STREET NW,38.91242170221650,-77.04390204769030,20009,226445,69775,69775,2,2B,2B02,SECOND,208,6,NONE,NONE,NONE,PHONE
14-00028267,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 10:56:16 AM,CLOSED,1,DDOT,N,2/11/2014 2:22:13 PM,UNKNOWN,2/11/2014 2:18:08 PM,2/13/2014 10:56:16 AM,Comments update:  14-00028267-Broken Parking Meter  Meter Found Working,,2/6/2014 10:56:16 AM,2/12/2014 7:07:08 AM,2600 - 2799 BLOCK PENNSYLVANIA AVENUE NW,38.90453181999150,-77.05590192713210,,0,456440,392468,2,2A,2A02,SECOND,207,5,NONE,NONE,NONE,OPEN311
14-00028268,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 10:59:44 AM,CLOSED,1,DDOT,N,2/9/2014 8:23:33 PM,UNKNOWN,2/9/2014 8:18:33 PM,2/13/2014 10:59:44 AM,Comments update:  14-00028268-Broken Parking Meter  Meter Found Working,,2/6/2014 10:59:44 AM,2/9/2014 11:48:43 PM,1851 - 2008 BLOCK WISCONSIN AVENUE NW,38.91622593557950,-77.06816488437780,,0,477146,410495,2,2E,2E01,SECOND,206,4,NONE,NONE,NONE,OPEN311
14-00028269,UNKNOWN,S0011,Alley Cleaning,STRALLCL,Street Cleaning,2/6/2014 11:00:50 AM,CLOSED,1,DPW,N,,UNKNOWN,2/24/2014 1:49:52 PM,3/24/2014 11:00:50 AM,,,2/6/2014 11:00:50 AM,10/23/2014 2:51:09 PM,3800 KANSAS AVENUE NW,38.93811410313740,-77.02901986262590,20011,225000,68306,68306,4,4C,4C06,FOURTH,404,18,NONE,NONE,NONE,OPEN311
